bib	div	loc	country	prof	swim.dist	swim.split	swim.race	swim.pace	swim.drank	swim.grank	swim.orank	bike.dist	bike.split	bike.race	bike.pace	bike.drank	bike.grank	bike.orank	run.dist	run.split	run.race	run.pace	run.drank	run.grank	run.orank	t1	t2
479	M40-44	St-Charles-Borromee QC	CAN	Physician	3.8 km	--:--	--:--	--/100m	--	--	--	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	--:--	--:--
																											
481	M40-44	Saint-Christophe D'arthabaska QC	CAN	Business Owner	3.8 km	1:09:39	1:09:39	1:49/100m	44	261	328	180 km	5:33:44	6:50:06	32.36 km/h	52	221	242	42.195 km	3:16:04	10:10:51	4:38/km	12	81	88	6:43	4:41
482	M40-44	Montreal QC	CAN	Administrator	3.8 km	1:19:16	1:19:16	2:05/100m	170	759	949	180 km	6:31:12	8:00:37	27.61 km/h	238	1024	1179	42.195 km	4:07:19	12:18:00	5:51/km	166	691	794	10:09	10:04
483	M40-44	Beaconsfield QC	CAN	Physician	3.8 km	1:46:20	1:46:20	2:47/100m	335	1647	2209	180 km	6:34:39	8:29:17	27.37 km/h	282	1271	1535	42.195 km	--:--	--:--	--/km	--	--	--	8:18	7:44
484	M40-44	Clarence Center NY	USA	Salesperson	3.8 km	1:02:31	1:02:31	1:38/100m	10	72	89	180 km	5:34:38	6:43:04	32.27 km/h	33	162	174	42.195 km	5:45:45	12:33:26	8:11/km	186	787	912	5:55	4:37
																											
486	M40-44	Chester NJ	USA	Business Executive	3.8 km	1:18:00	1:18:00	2:03/100m	146	672	834	180 km	6:33:04	7:57:33	27.48 km/h	225	991	1138	42.195 km	--:--	--:--	--/km	--	--	--	6:29	4:03
487	M40-44	Terrebonne QC	CAN	Airline Pilot	3.8 km	1:07:09	1:07:09	1:46/100m	23	175	226	180 km	5:39:38	6:52:24	31.80 km/h	56	243	267	42.195 km	3:22:49	10:17:32	4:48/km	15	94	103	5:37	2:19
488	M40-44	South Pasadena CA	USA	Physical Therapist	3.8 km	1:23:08	1:23:08	2:11/100m	216	972	1228	180 km	7:23:56	8:59:53	24.33 km/h	316	1477	1872	42.195 km	5:23:01	14:30:48	7:39/km	297	1375	1751	12:49	7:54
489	M40-44	Toronto ON	CAN	Physician	3.8 km	1:20:20	1:20:20	2:06/100m	186	828	1043	180 km	6:21:23	7:49:52	28.32 km/h	198	882	1011	42.195 km	5:43:43	13:41:13	8:08/km	268	1200	1460	8:09	7:38
490	M45-49	Ludington MI	USA	Manufacturer	3.8 km	1:11:50	1:11:50	1:53/100m	62	365	451	180 km	5:47:55	7:05:47	31.04 km/h	52	357	397	42.195 km	4:27:28	11:37:16	6:20/km	61	418	477	6:02	4:01
491	M45-49	Montmagny QC	CAN	Other	3.8 km	1:19:05	1:19:05	2:04/100m	121	748	931	180 km	6:30:03	7:59:58	27.69 km/h	172	1015	1169	42.195 km	4:29:32	12:39:08	6:23/km	137	824	958	10:50	9:38
492	M45-49	Wexford PA	USA	Computer Programmer	3.8 km	1:11:02	1:11:02	1:52/100m	56	331	410	180 km	5:48:53	7:05:46	30.96 km/h	51	356	396	42.195 km	4:40:17	11:51:57	6:38/km	81	517	595	5:51	5:54
493	M45-49	Riverdale NY	USA	Massage Therapist	3.8 km	1:11:01	1:11:01	1:52/100m	54	329	408	180 km	5:46:57	7:10:15	31.13 km/h	63	421	467	42.195 km	5:12:17	12:29:57	7:24/km	125	771	887	12:17	7:25
494	M45-49	New City NY	USA	Business Owner	3.8 km	1:19:44	1:19:44	2:05/100m	136	796	993	180 km	5:41:39	7:11:13	31.61 km/h	65	429	475	42.195 km	4:08:56	11:25:57	5:53/km	49	348	397	9:50	5:48
495	M45-49	Princeton NJ	USA	Other	3.8 km	--:--	--:--	--/100m	--	--	--	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	--:--	--:--
496	M45-49	New York NY	USA	Other	3.8 km	1:22:51	1:22:51	2:10/100m	155	956	1206	180 km	6:16:37	7:50:33	28.68 km/h	149	895	1027	42.195 km	3:45:18	11:44:42	5:20/km	69	466	535	11:05	8:51
497	M45-49	Lincoln University PA	USA	Attorney	3.8 km	1:59:22	1:59:22	3:08/100m	322	1731	2350	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	9:30	--:--
498	M45-49	Lunenburg MA	USA	Teacher	3.8 km	1:06:16	1:06:16	1:44/100m	25	158	205	180 km	5:41:23	6:54:55	31.64 km/h	35	267	296	42.195 km	3:45:03	10:43:48	5:20/km	23	175	192	7:16	3:50
499	M45-49	L'Orignal ON	CAN	Police	3.8 km	1:25:10	1:25:10	2:14/100m	185	1078	1361	180 km	6:20:37	7:53:51	28.38 km/h	160	946	1081	42.195 km	4:23:17	12:20:38	6:14/km	113	715	820	8:04	3:30
500	M45-49	Longueuil QC	CAN	Engineer	3.8 km	1:01:51	1:01:51	1:37/100m	12	64	77	180 km	4:57:57	6:03:52	36.25 km/h	3	19	21	42.195 km	3:16:18	9:22:37	4:39/km	2	14	14	4:04	2:27
																											
502	M45-49	Toronto ON	CAN	Artist	3.8 km	58:07	58:07	1:31/100m	3	21	24	180 km	5:12:10	6:14:59	34.60 km/h	4	39	42	42.195 km	3:53:16	10:11:08	5:31/km	9	82	90	4:42	2:53
503	M45-49	Chicago IL	USA	Business Owner	3.8 km	1:08:38	1:08:38	1:48/100m	40	225	283	180 km	5:05:44	6:21:42	35.32 km/h	7	59	63	42.195 km	3:28:54	9:54:20	4:57/km	5	48	51	7:20	3:44
504	M45-49	Larchmont NY	USA	Other	3.8 km	1:26:24	1:26:24	2:16/100m	192	1123	1433	180 km	6:37:04	8:11:46	27.20 km/h	196	1128	1323	42.195 km	5:19:54	13:38:35	7:34/km	206	1182	1434	8:18	6:55
505	M45-49	Atlanta GA	USA	Other	3.8 km	1:22:35	1:22:35	2:10/100m	152	946	1191	180 km	5:59:24	7:30:03	30.05 km/h	102	665	747	42.195 km	4:09:40	11:44:29	5:55/km	67	463	532	8:04	4:46
506	M45-49	Toronto ON	CAN	Accountant	3.8 km	1:15:50	1:15:50	1:59/100m	98	554	683	180 km	6:25:24	7:49:11	28.02 km/h	144	871	1000	42.195 km	--:--	--:--	--/km	--	--	--	7:57	5:49
507	M45-49	Philadelphia PA	USA	Salesperson	3.8 km	1:15:02	1:15:02	1:58/100m	82	498	619	180 km	6:35:49	8:00:14	27.29 km/h	174	1018	1173	42.195 km	4:43:45	12:48:03	6:43/km	145	879	1026	9:23	4:04
508	M45-49	Cumberland ON	CAN	Computer Programmer	3.8 km	1:12:16	1:12:16	1:54/100m	65	396	485	180 km	5:14:21	6:32:53	34.36 km/h	14	108	116	42.195 km	4:29:59	11:05:46	6:23/km	30	249	277	6:16	2:54
509	M45-49	Wellington FL	USA	Other	3.8 km	1:10:55	1:10:55	1:51/100m	51	322	398	180 km	7:19:20	8:39:57	24.58 km/h	243	1357	1664	42.195 km	5:27:56	14:16:52	7:46/km	231	1330	1669	9:42	8:59
510	M45-49	Mont-Royal QC	CAN	Business Executive	3.8 km	1:15:05	1:15:05	1:58/100m	83	502	624	180 km	6:07:45	7:30:48	29.37 km/h	105	678	760	42.195 km	4:35:48	12:12:36	6:32/km	107	664	761	7:58	6:00
511	M45-49	Kitchener ON	NLD	Business Executive	3.8 km	1:19:28	1:19:28	2:05/100m	131	780	974	180 km	5:45:31	7:12:56	31.26 km/h	67	447	497	42.195 km	4:58:46	12:14:51	7:04/km	109	680	778	7:57	3:09
512	M45-49	Princeton NJ	USA	Other	3.8 km	1:23:47	1:23:47	2:12/100m	166	1002	1266	180 km	6:31:38	8:04:03	27.58 km/h	184	1062	1227	42.195 km	5:13:20	13:25:23	7:25/km	190	1105	1323	8:38	8:00
513	M45-49	Farmington NY	USA	Physician	3.8 km	1:27:29	1:27:29	2:18/100m	203	1166	1510	180 km	6:29:12	8:06:22	27.75 km/h	188	1087	1264	42.195 km	4:49:31	13:06:22	6:51/km	170	985	1172	9:41	10:29
514	M45-49	Aurora ON	CAN	Engineer	3.8 km	1:14:15	1:14:15	1:57/100m	75	463	574	180 km	5:45:40	7:05:16	31.24 km/h	50	354	394	42.195 km	4:38:30	11:46:07	6:36/km	71	473	543	5:21	2:21
515	M45-49	Drummondville QC	CAN	Other	3.8 km	57:50	57:50	1:31/100m	1	18	19	180 km	5:53:01	6:56:58	30.59 km/h	37	279	308	42.195 km	4:26:57	11:27:24	6:19/km	53	361	411	6:07	3:29
516	M45-49	Trois-Rivieres QC	CAN	Physician	3.8 km	1:23:08	1:23:08	2:11/100m	159	971	1227	180 km	5:45:03	7:16:21	31.30 km/h	74	493	550	42.195 km	4:14:53	11:39:03	6:02/km	62	424	484	8:10	7:49
517	M45-49	Jordan NY	USA	Management	3.8 km	1:08:44	1:08:44	1:48/100m	44	236	295	180 km	5:57:13	7:12:36	30.23 km/h	66	441	491	42.195 km	4:28:58	11:46:03	6:22/km	70	470	540	6:39	4:29
518	M45-49	Jacksonville FL	USA	Police	3.8 km	1:27:21	1:27:21	2:17/100m	200	1160	1500	180 km	7:17:20	8:53:11	24.70 km/h	257	1442	1809	42.195 km	5:44:31	14:43:33	8:09/km	247	1413	1817	8:30	5:51
519	M45-49	Natick MA	USA	Physical Therapist	3.8 km	1:18:09	1:18:09	2:03/100m	117	684	849	180 km	5:54:24	7:18:39	30.47 km/h	81	521	588	42.195 km	5:01:11	12:24:16	7:08/km	116	733	840	6:06	4:26
520	M45-49	Toronto ON	CAN	Consultant	3.8 km	1:10:17	1:10:17	1:50/100m	47	289	363	180 km	5:20:03	6:36:48	33.74 km/h	16	125	133	42.195 km	3:55:44	10:36:19	5:35/km	18	150	166	6:28	3:47
521	M50-54	Longueuil QC	CAN	Management	3.8 km	1:00:50	1:00:50	1:36/100m	6	47	54	180 km	5:26:03	6:32:17	33.12 km/h	3	101	109	42.195 km	3:57:03	10:32:48	5:37/km	8	139	154	5:24	3:28
522	M50-54	Westlake Village CA	FRA	Business Executive	3.8 km	1:10:34	1:10:34	1:51/100m	28	302	376	180 km	5:46:57	7:06:01	31.13 km/h	25	360	400	42.195 km	4:20:00	11:29:34	6:09/km	27	380	431	8:30	3:33
523	M50-54	St-Bruno QC	CAN	Business Executive	3.8 km	1:52:17	1:52:17	2:57/100m	228	1697	2284	180 km	6:03:55	8:03:25	29.68 km/h	111	1052	1213	42.195 km	4:43:49	12:51:05	6:43/km	89	897	1048	7:13	3:51
524	M50-54	New Glasgow NS	CAN	Management	3.8 km	1:19:44	1:19:44	2:05/100m	79	795	992	180 km	6:43:41	8:12:47	26.75 km/h	128	1137	1338	42.195 km	5:20:38	13:43:00	7:35/km	141	1208	1475	9:22	9:35
525	M50-54	Montreal QC	CAN	Computer Analyst	3.8 km	1:27:26	1:27:26	2:18/100m	131	1164	1508	180 km	6:32:07	8:10:11	27.54 km/h	122	1115	1308	42.195 km	--:--	--:--	--/km	--	--	--	10:38	--:--
526	M50-54	Uccle	FRA	Other	3.8 km	1:22:30	1:22:30	2:10/100m	103	940	1184	180 km	7:03:20	8:33:13	25.51 km/h	157	1302	1584	42.195 km	4:32:37	13:12:20	6:27/km	110	1025	1223	7:23	6:30
527	M50-54	Maple ON	CAN	Business Executive	3.8 km	1:14:36	1:14:36	1:57/100m	44	477	592	180 km	6:20:46	7:44:36	28.36 km/h	79	819	930	42.195 km	4:11:28	12:01:23	5:57/km	50	582	668	9:14	5:19
528	M50-54	Evanston IL	USA	Business Owner	3.8 km	1:36:27	1:36:27	2:32/100m	186	1459	1933	180 km	7:02:19	8:47:50	25.57 km/h	177	1405	1746	42.195 km	4:49:04	13:42:58	6:51/km	140	1207	1474	9:04	6:04
529	M50-54	Gatineau QC	CAN	Management	3.8 km	1:10:15	1:10:15	1:50/100m	27	286	360	180 km	5:54:19	7:12:40	30.48 km/h	36	442	492	42.195 km	5:51:32	13:10:01	8:19/km	107	1008	1201	8:06	5:49
530	M50-54	Imlay City MI	USA	Business Owner	3.8 km	1:12:15	1:12:15	1:54/100m	35	394	483	180 km	6:04:35	7:23:28	29.62 km/h	51	591	666	42.195 km	5:36:17	13:03:40	7:58/km	102	966	1147	6:38	3:55
531	M50-54	St-Jean-Sur-Richelieu QC	CAN	Manufacturer	3.8 km	1:21:54	1:21:54	2:09/100m	99	918	1152	180 km	6:02:26	7:34:25	29.80 km/h	69	723	815	42.195 km	4:32:43	12:13:49	6:27/km	62	671	768	10:05	6:41
532	M50-54	Terrebonne QC	CAN	Other	3.8 km	1:24:13	1:24:13	2:12/100m	115	1018	1288	180 km	6:34:21	8:09:26	27.39 km/h	121	1108	1296	42.195 km	4:26:44	12:41:02	6:19/km	81	835	971	10:52	4:52
533	M50-54	Chicoutimi QC	CAN	Communications	3.8 km	58:41	58:41	1:32/100m	5	26	30	180 km	5:09:42	6:12:57	34.87 km/h	2	34	37	42.195 km	3:19:49	9:34:59	4:44/km	1	22	24	4:34	2:13
534	M50-54	Los Gatos CA	USA	Business Owner	3.8 km	1:21:03	1:21:03	2:07/100m	91	862	1090	180 km	6:02:03	7:29:47	29.83 km/h	62	663	745	42.195 km	4:37:19	12:11:06	6:34/km	59	655	752	6:41	4:00
535	M50-54	St-Lambert QC	CAN	Business Owner	3.8 km	1:33:54	1:33:54	2:28/100m	169	1403	1835	180 km	6:20:03	8:05:17	28.42 km/h	115	1073	1240	42.195 km	4:56:28	13:06:25	7:01/km	104	986	1173	11:20	4:40
536	M50-54	Ottawa ON	CAN	Business Executive	3.8 km	1:31:18	1:31:18	2:24/100m	153	1318	1726	180 km	6:15:23	7:51:58	28.77 km/h	90	915	1048	42.195 km	5:40:46	13:36:06	8:04/km	133	1170	1415	5:17	3:22
537	M50-54	Merrimack NH	USA	Business Owner	3.8 km	1:15:50	1:15:50	1:59/100m	51	553	682	180 km	7:09:04	8:34:26	25.17 km/h	161	1316	1603	42.195 km	4:49:44	13:30:20	6:51/km	128	1132	1366	9:32	6:10
538	M50-54	Mandeville LA	USA	Business Owner	3.8 km	1:27:22	1:27:22	2:17/100m	130	1162	1503	180 km	6:28:05	8:04:51	27.83 km/h	114	1070	1236	42.195 km	5:37:22	13:47:37	7:59/km	146	1222	1501	9:24	5:24
539	M50-54	Old Greenwich CT	USA	Other	3.8 km	1:11:52	1:11:52	1:53/100m	30	370	456	180 km	5:36:51	6:55:42	32.06 km/h	21	274	303	42.195 km	4:09:10	11:09:42	5:54/km	17	269	299	6:59	4:50
540	M50-54	Terrebonne QC	CAN	Fire Fighter	3.8 km	1:23:17	1:23:17	2:11/100m	108	978	1236	180 km	6:48:38	8:19:36	26.43 km/h	139	1186	1407	42.195 km	4:32:01	12:58:10	6:26/km	94	934	1101	7:41	6:33
541	M50-54	Mont Tremblant QC	CAN	Retired	3.8 km	1:44:34	1:44:34	2:45/100m	215	1624	2171	180 km	5:54:58	7:48:02	30.43 km/h	86	862	986	42.195 km	4:15:48	12:07:15	6:03/km	57	626	719	8:30	3:25
542	M50-54	Chula Vista CA	USA	Real Estate	3.8 km	1:09:07	1:09:07	1:49/100m	23	249	310	180 km	6:49:57	8:08:37	26.34 km/h	120	1104	1289	42.195 km	6:00:02	14:18:25	8:31/km	164	1332	1675	9:33	9:46
543	M55-59	Montreal QC	CAN	Physician	3.8 km	1:15:39	1:15:39	1:59/100m	21	542	671	180 km	5:41:49	7:08:16	31.60 km/h	12	396	440	42.195 km	4:05:54	11:18:19	5:49/km	7	310	352	10:48	4:09
544	M55-59	Notre-Dame De L'ile Perrot QC	CAN	Administrator	3.8 km	1:17:47	1:17:47	2:02/100m	26	662	823	180 km	5:53:11	7:20:20	30.58 km/h	20	546	616	42.195 km	5:14:54	12:40:07	7:27/km	38	828	964	9:22	4:53
																											
546	M55-59	Mississauga ON	POL	Other	3.8 km	1:15:06	1:15:06	1:58/100m	17	505	628	180 km	5:36:45	6:59:49	32.07 km/h	6	305	335	42.195 km	3:46:21	10:49:41	5:21/km	3	197	216	7:58	3:31
547	M55-59	Drummondville QC	CAN	Computer Analyst	3.8 km	1:13:31	1:13:31	1:56/100m	15	442	548	180 km	5:38:51	6:59:42	31.87 km/h	5	304	333	42.195 km	5:01:28	12:04:55	7:08/km	20	606	697	7:20	3:45
548	M55-59	Mont Tremblant QC	CAN	Military Service - Foreig	3.8 km	1:03:52	1:03:52	1:40/100m	1	99	128	180 km	5:23:51	6:32:51	33.35 km/h	1	107	115	42.195 km	3:21:47	9:56:54	4:46/km	1	55	58	5:08	2:16
																											
550	M55-59	Montreal QC	CAN	Business Executive	3.8 km	1:16:49	1:16:49	2:01/100m	23	615	755	180 km	6:12:39	7:37:52	28.98 km/h	33	758	854	42.195 km	4:53:52	12:37:03	6:57/km	35	807	940	8:24	5:19
551	M55-59	St. Catharines ON	CAN	Business Owner	3.8 km	1:19:53	1:19:53	2:06/100m	36	803	1005	180 km	7:04:11	8:34:27	25.46 km/h	69	1317	1604	42.195 km	6:37:12	15:19:47	9:24/km	85	1515	1999	10:23	8:08
552	M55-59	Courtice ON	CAN	Retired	3.8 km	1:40:32	1:40:32	2:38/100m	90	1560	2076	180 km	7:27:45	9:22:19	24.12 km/h	93	1580	2047	42.195 km	--:--	--:--	--/km	--	--	--	14:02	--:--
553	M55-59	Nicolet QC	CAN	Other	3.8 km	1:17:16	1:17:16	2:02/100m	25	633	783	180 km	5:42:37	7:06:35	31.52 km/h	10	368	408	42.195 km	3:54:53	11:04:34	5:33/km	5	244	271	6:42	3:06
554	M60-64	Ottawa ON	CAN	Retired	3.8 km	1:31:53	1:31:53	2:25/100m	28	1335	1756	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	8:33	--:--
555	M60-64	Vancouver BC	CAN	Management	3.8 km	1:08:33	1:08:33	1:48/100m	3	222	280	180 km	6:39:04	7:54:39	27.06 km/h	14	958	1095	42.195 km	5:34:00	13:35:21	7:54/km	17	1167	1410	7:02	6:42
556	M60-64	Paris ON	CAN	Business Owner	3.8 km	1:33:34	1:33:34	2:27/100m	32	1390	1822	180 km	6:18:24	8:00:44	28.54 km/h	16	1025	1180	42.195 km	4:35:17	12:40:40	6:31/km	9	832	968	8:46	4:39
557	M65-69	Gatineau QC	CAN	Psychiatrist	3.8 km	1:16:53	1:16:53	2:01/100m	3	618	758	180 km	6:52:38	8:21:07	26.17 km/h	4	1205	1435	42.195 km	--:--	--:--	--/km	--	--	--	11:36	8:12
558	M45-49	Montreal QC	CAN		3.8 km	1:11:24	1:11:24	1:52/100m	58	342	425	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	7:00	--:--
																											
																											
																											
																											
																											
																											
565	F18-24	St-Hyacinthe QC	CAN	Student	3.8 km	1:42:11	1:42:11	2:41/100m	12	529	2115	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	8:35	--:--
566	F18-24	Closter NJ	USA	Student	3.8 km	1:09:16	1:09:16	1:49/100m	2	64	315	180 km	6:00:24	7:15:31	29.97 km/h	1	55	536	42.195 km	4:21:25	11:40:31	6:11/km	2	63	492	5:51	3:35
567	F18-24	Kitchener ON	CAN	Student	3.8 km	1:43:05	1:43:05	2:42/100m	13	534	2141	180 km	7:42:48	9:37:33	23.34 km/h	9	526	2164	42.195 km	6:46:48	16:36:09	9:38/km	11	582	2228	11:40	11:48
568	F18-24	Montreal QC	CAN	Student	3.8 km	1:19:45	1:19:45	2:05/100m	7	199	995	180 km	7:39:31	9:07:54	23.50 km/h	8	424	1935	42.195 km	5:50:12	15:05:57	8:17/km	8	464	1947	8:38	7:51
569	F18-24	Montreal QC	CAN	Student	3.8 km	1:16:22	1:16:22	2:00/100m	5	135	721	180 km	6:19:28	7:44:15	28.46 km/h	3	109	922	42.195 km	5:13:40	13:04:37	7:26/km	4	186	1155	8:25	6:42
570	F18-24	Brookline MA	USA	Administrator	3.8 km	1:09:29	1:09:29	1:49/100m	3	65	322	180 km	8:33:45	9:52:08	21.02 km/h	10	560	2246	42.195 km	6:17:38	16:14:50	8:56/km	10	557	2175	8:54	5:04
571	F18-24	Mississauga ON	CAN	Other	3.8 km	1:16:30	1:16:30	2:00/100m	6	136	730	180 km	6:09:54	7:32:46	29.20 km/h	2	88	793	42.195 km	3:59:21	11:35:17	5:40/km	1	58	466	6:22	3:10
572	F18-24	York PA	USA	Student	3.8 km	1:02:45	1:02:45	1:39/100m	1	19	94	180 km	6:37:49	7:47:36	27.15 km/h	5	124	981	42.195 km	5:40:40	13:32:49	8:04/km	6	242	1388	7:02	4:33
																											
574	F18-24	Raymond NH	USA	Architect	3.8 km	1:39:25	1:39:25	2:36/100m	10	500	2027	180 km	7:05:57	8:52:03	25.36 km/h	7	362	1795	42.195 km	5:28:13	14:26:07	7:46/km	7	363	1720	6:41	5:51
575	F18-24	Bloomfield Hills MI	USA	Student	3.8 km	1:50:25	1:50:25	2:54/100m	14	584	2268	180 km	8:05:33	10:07:26	22.24 km/h	12	591	2295	42.195 km	6:34:43	16:47:32	9:21/km	12	588	2245	11:28	5:23
576	F18-24	New York NY	USA	Student	3.8 km	1:24:04	1:24:04	2:12/100m	8	265	1279	180 km	7:02:16	8:33:08	25.58 km/h	6	282	1583	42.195 km	4:51:10	13:27:53	6:54/km	5	225	1344	6:48	3:35
577	F18-24	Terrasse-Vaudreuil QC	CAN	Student	3.8 km	1:40:00	1:40:00	2:37/100m	11	509	2046	180 km	8:14:12	10:02:58	21.85 km/h	11	586	2285	42.195 km	6:03:43	16:12:23	8:37/km	9	552	2167	8:46	5:42
578	F18-24	Gambrills MD	USA	Engineer	3.8 km	--:--	--:--	--/100m	--	--	--	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	--:--	--:--
579	F25-29	Edmonton AB	CAN	Event Organizer	3.8 km	1:50:15	1:50:15	2:54/100m	43	583	2267	180 km	8:11:08	10:11:59	21.99 km/h	40	595	2302	42.195 km	6:01:01	16:20:27	8:33/km	40	568	2195	10:36	7:27
580	F25-29	Amos QC	CAN	Police	3.8 km	1:15:23	1:15:23	1:59/100m	15	128	650	180 km	6:30:56	7:52:42	27.63 km/h	11	134	1061	42.195 km	4:36:42	12:35:01	6:33/km	14	130	926	6:23	5:37
581	F25-29	Gatineau QC	CAN	Accountant	3.8 km	1:46:21	1:46:21	2:47/100m	42	563	2210	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	8:44	--:--
582	F25-29	Kenmore NY	USA	Student	3.8 km	1:19:21	1:19:21	2:05/100m	22	193	960	180 km	7:10:50	8:40:03	25.07 km/h	28	308	1665	42.195 km	4:45:27	13:32:16	6:45/km	23	237	1381	9:52	6:46
583	F25-29	New York NY	USA	Teacher	3.8 km	1:10:57	1:10:57	1:52/100m	10	78	401	180 km	6:31:19	7:51:00	27.60 km/h	10	133	1034	42.195 km	4:37:27	12:34:48	6:34/km	13	129	924	8:44	6:21
584	F25-29	Pitman NJ	USA	Management	3.8 km	1:13:31	1:13:31	1:56/100m	13	106	547	180 km	6:32:59	7:55:14	27.48 km/h	13	139	1102	42.195 km	5:00:18	13:01:41	7:07/km	17	177	1131	8:44	6:09
585	F25-29	Sewell NJ	USA	Other	3.8 km	1:25:40	1:25:40	2:15/100m	30	296	1395	180 km	6:23:14	7:58:13	28.18 km/h	15	150	1147	42.195 km	5:06:23	13:11:24	7:15/km	18	195	1210	9:19	6:48
586	F25-29	Ottawa ON	CAN	Architect	3.8 km	1:19:45	1:19:45	2:05/100m	23	198	994	180 km	6:28:44	7:56:13	27.78 km/h	14	145	1122	42.195 km	4:02:58	12:04:18	5:45/km	10	91	691	7:44	5:07
587	F25-29	Ottawa ON	CAN	Other	3.8 km	1:03:31	1:03:31	1:40/100m	1	26	112	180 km	5:39:22	6:49:05	31.82 km/h	2	20	229	42.195 km	4:22:00	11:15:08	6:12/km	4	36	330	6:12	4:03
588	F25-29	Magog QC	CAN	Social Worker	3.8 km	1:04:07	1:04:07	1:41/100m	3	33	143	180 km	5:58:22	7:08:19	30.14 km/h	7	45	444	42.195 km	4:42:07	11:53:28	6:41/km	8	79	605	5:50	3:02
589	F25-29	Woodbridge VA	USA	Accountant	3.8 km	1:37:12	1:37:12	2:33/100m	39	480	1961	180 km	7:33:13	9:22:23	23.83 km/h	35	468	2048	42.195 km	5:13:44	14:43:00	7:26/km	32	404	1814	11:58	6:53
590	F25-29	Plainville MA	USA	Administrator	3.8 km	--:--	--:--	--/100m	--	--	--	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	--:--	--:--
591	F25-29	Russell OH	USA	Scientist	3.8 km	1:20:54	1:20:54	2:07/100m	25	225	1081	180 km	7:05:27	8:35:17	25.38 km/h	25	291	1613	42.195 km	5:43:18	14:25:19	8:08/km	30	362	1717	8:56	6:44
592	F25-29	Mendham NJ	USA	Research Analyst	3.8 km	1:18:28	1:18:28	2:03/100m	20	171	878	180 km	5:52:08	7:16:26	30.67 km/h	8	59	552	42.195 km	4:02:34	11:21:49	5:44/km	7	46	373	5:50	2:49
593	F25-29	Montreal QC	CAN	Student	3.8 km	1:22:00	1:22:00	2:09/100m	28	237	1157	180 km	6:51:05	8:23:21	26.27 km/h	20	236	1457	42.195 km	4:59:23	13:41:13	7:05/km	25	260	1459	10:16	18:29
594	F25-29	Buffalo NY	USA	Real Estate	3.8 km	1:21:09	1:21:09	2:08/100m	26	230	1102	180 km	8:18:59	9:52:15	21.64 km/h	38	561	2248	42.195 km	6:17:37	16:14:50	8:56/km	38	556	2174	12:07	4:58
595	F25-29	Kanata ON	CAN	Scientist	3.8 km	1:10:57	1:10:57	1:52/100m	9	77	400	180 km	7:01:43	8:23:48	25.61 km/h	21	239	1464	42.195 km	5:51:36	14:24:18	8:19/km	29	360	1714	11:08	8:54
596	F25-29	Waterbury CT	USA	Student	3.8 km	1:30:07	1:30:07	2:22/100m	36	392	1660	180 km	7:27:17	9:05:04	24.15 km/h	32	416	1916	42.195 km	4:24:07	13:34:19	6:15/km	24	243	1402	7:40	5:08
																											
598	F25-29	Albany NY	USA	Research Analyst	3.8 km	1:30:21	1:30:21	2:22/100m	37	394	1671	180 km	6:46:11	8:26:40	26.59 km/h	22	248	1496	42.195 km	4:53:53	13:26:28	6:57/km	21	220	1329	10:08	5:55
599	M25-29	Laval QC	CAN	Engineer	3.8 km	1:03:34	1:03:34	1:40/100m	11	87	114	180 km	6:24:36	7:39:30	28.08 km/h	75	773	873	42.195 km	4:21:50	12:10:00	6:12/km	67	645	741	11:20	8:40
600	F25-29	New York NY	USA	Accountant	3.8 km	1:16:33	1:16:33	2:00/100m	17	138	735	180 km	7:33:24	8:58:26	23.82 km/h	30	390	1860	42.195 km	5:51:40	14:58:01	8:20/km	33	444	1905	8:29	7:55
601	F25-29	Ile Bizard QC	CAN	Student	3.8 km	1:25:24	1:25:24	2:14/100m	29	287	1377	180 km	8:23:04	9:59:46	21.47 km/h	39	576	2273	42.195 km	6:09:15	16:19:05	8:45/km	39	566	2192	11:18	10:04
602	F25-29	Ann Arbor MI	USA	Communications	3.8 km	1:39:40	1:39:40	2:37/100m	40	505	2037	180 km	7:20:14	9:12:10	24.53 km/h	33	439	1969	42.195 km	4:52:27	14:14:46	6:55/km	28	335	1653	12:16	10:09
603	F25-29	Lockport NY	USA	Other	3.8 km	1:17:13	1:17:13	2:01/100m	19	148	776	180 km	7:18:34	8:45:16	24.63 km/h	29	334	1723	42.195 km	5:44:13	14:36:00	8:09/km	31	386	1777	9:29	6:31
